city,state_id,state_name,county_name,lat,lng,zips,id
Elizabeth,WV,West Virginia,Wirt,39.0617,-81.3976,26143,1840098088
Hambleton,WV,West Virginia,Tucker,39.0814,-79.6455,26269,1840099120
Kenova,WV,West Virginia,Wayne,38.4026,-82.5821,25530,1840098228
West Union,WV,West Virginia,Doddridge,39.2963,-80.7751,26456,1840098594
Triadelphia,WV,West Virginia,Ohio,40.0483,-80.6229,26059,1840100702
Middlebourne,WV,West Virginia,Tyler,39.4947,-80.9070,26149,1840098332
Fairmont,WV,West Virginia,Marion,39.4768,-80.1491,26554 26555,1840100915
West Logan,WV,West Virginia,Logan,37.8679,-81.9906,25601,1840100792
Mason,WV,West Virginia,Mason,39.0183,-82.0314,25260,1840098306
Rhodell,WV,West Virginia,Raleigh,37.6095,-81.3050,25915,1840098457
Inwood,WV,West Virginia,Berkeley,39.3538,-78.0552,25420 25428,1840109860
Smithfield,WV,West Virginia,Wetzel,39.5011,-80.5554,26437,1840100589
Salt Rock,WV,West Virginia,Cabell,38.3243,-82.2172,25559,1840116994
Jane Lew,WV,West Virginia,Lewis,39.1100,-80.4085,26378,1840098211
Rand,WV,West Virginia,Kanawha,38.2817,-81.5654,25306,1840116988
Chattaroy,WV,West Virginia,Mingo,37.7062,-82.2737,25661 25667,1840109239
Greenview,WV,West Virginia,Boone,37.9963,-81.8202,25053,1840116947
Harrisville,WV,West Virginia,Ritchie,39.2104,-81.0485,26362,1840098176
Danville,WV,West Virginia,Boone,38.0808,-81.8342,25053,1840098058
Mannington,WV,West Virginia,Marion,39.5274,-80.3408,26582,1840098298
Princeton,WV,West Virginia,Mercer,37.3688,-81.0961,24740,1840100418
Gilbert Creek,WV,West Virginia,Mingo,37.5697,-81.8906,25608,1840109740
Tunnelton,WV,West Virginia,Preston,39.3929,-79.7466,26444,1840098566
Dailey,WV,West Virginia,Randolph,38.7968,-79.8967,26259 26253,1840116927
Enterprise,WV,West Virginia,Harrison,39.4197,-80.2834,26568 26431,1840108994
Red Jacket,WV,West Virginia,Mingo,37.6488,-82.1317,25692 25686,1840109640
Shrewsbury,WV,West Virginia,Kanawha,38.2079,-81.4672,25015,1840116999
Falling Waters,WV,West Virginia,Berkeley,39.5637,-77.8874,25419,1840116932
Pickens,WV,West Virginia,Randolph,38.6558,-80.2160,26230,1840116983
Scarbro,WV,West Virginia,Fayette,37.9504,-81.1666,25917,1840116996
Bluefield,WV,West Virginia,Mercer,37.2608,-81.2143,24701,1840099405
Chesapeake,WV,West Virginia,Kanawha,38.2233,-81.5363,25015 25315,1840099507
Belington,WV,West Virginia,Barbour,39.0220,-79.9383,26250,1840097948
Beards Fork,WV,West Virginia,Fayette,38.0645,-81.2278,25173,1840116898
Burnsville,WV,West Virginia,Braxton,38.8579,-80.6539,26412 26335,1840099454
Mabscott,WV,West Virginia,Raleigh,37.7694,-81.2133,25801 25871,1840100135
Prince,WV,West Virginia,Fayette,37.8593,-81.0722,25907,1840116984
Winfield,WV,West Virginia,Putnam,38.5285,-81.8861,25213,1840100832
Peterstown,WV,West Virginia,Monroe,37.3991,-80.7950,24963,1840099190
St. George,WV,West Virginia,Tucker,39.1662,-79.6987,26287,1840099202
Apple Grove,WV,West Virginia,Mason,38.6663,-82.1707,25502,1840116894
Whitesville,WV,West Virginia,Boone,37.9825,-81.5366,25209,1840100808
Brandonville,WV,West Virginia,Preston,39.6671,-79.6277,26525,1840099424
Union,WV,West Virginia,Monroe,37.5905,-80.5419,24983,1840098571
Moorefield,WV,West Virginia,Hardy,39.0674,-78.9624,26836,1840098341
Tioga,WV,West Virginia,Nicholas,38.4220,-80.6548,26691,1840117003
Grant Town,WV,West Virginia,Marion,39.5590,-80.1772,26588 26574,1840099838
Belle,WV,West Virginia,Kanawha,38.2337,-81.5387,25015,1840099352
Matewan,WV,West Virginia,Mingo,37.6259,-82.1700,25688 25678,1840098307
Bruceton Mills,WV,West Virginia,Preston,39.6594,-79.6406,26525,1840099445
Omar,WV,West Virginia,Logan,37.7583,-81.9975,25638,1840116979
Glenville,WV,West Virginia,Gilmer,38.9379,-80.8339,26351,1840098155
Wardensville,WV,West Virginia,Hardy,39.0768,-78.5932,26851,1840099224
Spencer,WV,West Virginia,Roane,38.8025,-81.3531,25276,1840098528
Cross Lanes,WV,West Virginia,Kanawha,38.4351,-81.7706,25313 25356,1840109305
Lubeck,WV,West Virginia,Wood,39.2276,-81.6265,26101 26181,1840109978
Wiley Ford,WV,West Virginia,Mineral,39.6151,-78.7615,26767 26753,1840110268
Gassaway,WV,West Virginia,Braxton,38.6702,-80.7717,26624,1840098143
Barrackville,WV,West Virginia,Marion,39.5013,-80.1696,26559 26554,1840099329
Keyser,WV,West Virginia,Mineral,39.4394,-78.9822,26726,1840098232
Brandywine,WV,West Virginia,Pendleton,38.6219,-79.2413,26802,1840116909
Womelsdorf,WV,West Virginia,Randolph,38.8981,-79.9636,26257,1840110315
Verdunville,WV,West Virginia,Logan,37.8532,-82.0603,25649,1840117008
New Haven,WV,West Virginia,Mason,38.9876,-81.9655,25265,1840100281
Bolt,WV,West Virginia,Raleigh,37.7623,-81.4189,25817,1840116906
Wolf Summit,WV,West Virginia,Harrison,39.2822,-80.4620,26426 26422,1840117012
Bath,WV,West Virginia,Morgan,39.6247,-78.2275,25411,1840108431
War,WV,West Virginia,McDowell,37.3040,-81.6802,24892,1840100772
Helvetia,WV,West Virginia,Randolph,38.7058,-80.1993,26224,1840116950
Hartford City,WV,West Virginia,Mason,38.9978,-81.9905,25253 25247,1840098177
Mount Hope,WV,West Virginia,Fayette,37.8987,-81.1745,25880 25917 25888,1840098347
Beech Bottom,WV,West Virginia,Brooke,40.2181,-80.6588,26030 26070 26075,1840097944
Deep Water,WV,West Virginia,Fayette,38.1217,-81.2528,25057,1840116928
Boomer,WV,West Virginia,Fayette,38.1516,-81.2825,25031,1840116907
Burlington,WV,West Virginia,Mineral,39.3370,-78.9223,26710,1840116914
Mullens,WV,West Virginia,Wyoming,37.5811,-81.3855,25882,1840098356
Gallipolis Ferry,WV,West Virginia,Mason,38.7745,-82.2041,25515,1840116936
Rowlesburg,WV,West Virginia,Preston,39.3482,-79.6764,26425,1840099200
Carpendale,WV,West Virginia,Mineral,39.6278,-78.7896,26753,1840110311
Kingwood,WV,West Virginia,Preston,39.4719,-79.6822,26537,1840098238
Ellenboro,WV,West Virginia,Ritchie,39.2678,-81.0551,26346,1840098093
Sissonville,WV,West Virginia,Kanawha,38.5042,-81.6398,25320,1840110070
Franklin,WV,West Virginia,Pendleton,38.6452,-79.3331,26807,1840099111
Durbin,WV,West Virginia,Pocahontas,38.5471,-79.8278,26264,1840099099
Switzer,WV,West Virginia,Logan,37.7879,-81.9865,25647,1840110136
Big Sandy,WV,West Virginia,McDowell,37.4608,-81.7050,24816,1840116904
Athens,WV,West Virginia,Mercer,37.4230,-81.0148,24740 24712,1840097926
New Richmond,WV,West Virginia,Wyoming,37.5735,-81.4870,24867,1840116978
Handley,WV,West Virginia,Kanawha,38.1863,-81.3673,25102,1840099868
Glen Fork,WV,West Virginia,Wyoming,37.6982,-81.5362,25845,1840116941
Hinton,WV,West Virginia,Summers,37.6652,-80.8828,25951,1840099129
Albright,WV,West Virginia,Preston,39.4937,-79.6399,26519,1840099256
Carolina,WV,West Virginia,Marion,39.4795,-80.2728,26563 26591,1840116915
Paden City,WV,West Virginia,Tyler,39.6035,-80.9351,26159,1840100344
Iaeger,WV,West Virginia,McDowell,37.4642,-81.8111,24844,1840098203
Springfield,WV,West Virginia,Hampshire,39.4449,-78.6977,26763,1840117001
Kopperston,WV,West Virginia,Wyoming,37.7502,-81.5764,24870 24854,1840116965
Bartow,WV,West Virginia,Pocahontas,38.5422,-79.7859,24920,1840116897
White Sulphur Springs,WV,West Virginia,Greenbrier,37.7981,-80.3003,24986,1840100805
Man,WV,West Virginia,Logan,37.7521,-81.8922,25635 25634 25632,1840098296
Alderson,WV,West Virginia,Greenbrier,37.7277,-80.6436,24910,1840097905
Hilltop,WV,West Virginia,Fayette,37.9392,-81.1527,25901 25855,1840116954
Comfort,WV,West Virginia,Boone,38.1317,-81.6102,25049,1840116921
Elk Garden,WV,West Virginia,Mineral,39.3862,-79.1556,26717,1840098091
Wallace,WV,West Virginia,Harrison,39.4072,-80.4911,26448,1840098585
Nettie,WV,West Virginia,Nicholas,38.2183,-80.6889,26681,1840116977
Twilight,WV,West Virginia,Boone,37.9252,-81.6177,25204,1840117004
Grantsville,WV,West Virginia,Calhoun,38.9204,-81.0934,26147,1840098161
Cairo,WV,West Virginia,Ritchie,39.2067,-81.1544,26337,1840097995
Bradley,WV,West Virginia,Raleigh,37.8675,-81.2046,25880 25818,1840109167
Monaville,WV,West Virginia,Logan,37.8136,-81.9915,25601,1840116974
Blacksville,WV,West Virginia,Monongalia,39.7175,-80.2146,26521,1840099388
Ripley,WV,West Virginia,Jackson,38.8201,-81.7091,25271,1840098465
Clendenin,WV,West Virginia,Kanawha,38.4859,-81.3503,25045,1840098025
Thurmond,WV,West Virginia,Fayette,37.9610,-81.0796,25936,1840100696
Charleston,WV,West Virginia,Kanawha,38.3484,-81.6323,25305 25304 25303 25302 25301 25311 25312 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25387 25392 25396,1840100875
Bradshaw,WV,West Virginia,McDowell,37.3534,-81.8012,24817,1840097975
Flemington,WV,West Virginia,Taylor,39.2666,-80.1286,26347,1840099754
Holden,WV,West Virginia,Logan,37.8238,-82.0788,25625,1840109832
Gauley Bridge,WV,West Virginia,Fayette,38.1681,-81.2039,25085,1840099799
Milton,WV,West Virginia,Cabell,38.4353,-82.1376,25541,1840098338
Cowen,WV,West Virginia,Webster,38.4110,-80.5542,26206,1840099562
Vienna,WV,West Virginia,Wood,39.3238,-81.5383,26105,1840100751
Sophia,WV,West Virginia,Raleigh,37.7116,-81.2524,25921 25827,1840100598
Capon Bridge,WV,West Virginia,Hampshire,39.2998,-78.4337,26711,1840098005
Prosperity,WV,West Virginia,Raleigh,37.8384,-81.1987,25801 25880 25909,1840109620
Martinsburg,WV,West Virginia,Berkeley,39.4582,-77.9776,25403 25401 25404 25402,1840098305
Tornado,WV,West Virginia,Kanawha,38.3369,-81.8551,25177 25202,1840110156
Hometown,WV,West Virginia,Putnam,38.5288,-81.8552,25109,1840116955
Mount Gay-Shamrock,WV,West Virginia,Logan,37.8512,-82.0229,25637 25601,1840109432
Madison,WV,West Virginia,Boone,38.0632,-81.8046,25130,1840098295
St. Albans,WV,West Virginia,Kanawha,38.3769,-81.8198,25177,1840100523
Shinnston,WV,West Virginia,Harrison,39.3923,-80.2989,26431,1840100565
Fairview,WV,West Virginia,Marion,39.5927,-80.2469,26570,1840098108
Sand Fork,WV,West Virginia,Gilmer,38.9154,-80.7477,26430,1840098490
Kermit,WV,West Virginia,Mingo,37.8425,-82.4086,25674,1840098229
Page,WV,West Virginia,Fayette,38.0506,-81.2717,25152,1840116980
Mill Creek,WV,West Virginia,Randolph,38.7319,-79.9725,26280,1840099165
Falling Spring,WV,West Virginia,Greenbrier,37.9926,-80.3576,24966,1840099109
Bayard,WV,West Virginia,Grant,39.2711,-79.3662,26707,1840099336
Westover,WV,West Virginia,Monongalia,39.6324,-79.9773,26501 26502,1840100799
Boaz,WV,West Virginia,Wood,39.3674,-81.4853,26187,1840109160
Masontown,WV,West Virginia,Preston,39.5512,-79.8003,26542,1840100171
Benwood,WV,West Virginia,Marshall,40.0139,-80.7328,26031,1840099360
Washington,WV,West Virginia,Wood,39.2422,-81.6679,26181,1840110212
Beaver,WV,West Virginia,Raleigh,37.7356,-81.1500,25832 25813,1840109125
Pax,WV,West Virginia,Fayette,37.9097,-81.2648,25880 25904,1840100358
New Martinsville,WV,West Virginia,Wetzel,39.6636,-80.8569,26155,1840098363
Stanaford,WV,West Virginia,Raleigh,37.8156,-81.1492,25801 25860 25927,1840110117
Jefferson,WV,West Virginia,Kanawha,38.3701,-81.7708,25177,1840116960
Rainelle,WV,West Virginia,Greenbrier,37.9678,-80.7717,25962,1840100433
Kimberly,WV,West Virginia,Fayette,38.1407,-81.2967,25118 25139,1840116962
Helen,WV,West Virginia,Raleigh,37.6374,-81.3130,25921 25853,1840116949
Justice,WV,West Virginia,Mingo,37.5992,-81.8381,24851 25621,1840116961
Moundsville,WV,West Virginia,Marshall,39.9221,-80.7422,26041,1840098345
MacArthur,WV,West Virginia,Raleigh,37.7553,-81.2078,25801 25873,1840109986
Fairlea,WV,West Virginia,Greenbrier,37.7756,-80.4582,24901 24970 24902,1840109008
Clay,WV,West Virginia,Clay,38.4662,-81.0814,25043,1840098021
Beverly,WV,West Virginia,Randolph,38.8442,-79.8717,26253,1840099374
Sutton,WV,West Virginia,Braxton,38.6663,-80.7116,26601,1840100666
Dunbar,WV,West Virginia,Kanawha,38.3688,-81.7345,25064,1840098077
Reedsville,WV,West Virginia,Preston,39.5102,-79.8006,26547,1840098455
Vivian,WV,West Virginia,McDowell,37.4172,-81.4923,24853,1840117009
Oakvale,WV,West Virginia,Mercer,37.3323,-80.9704,24740,1840099182
Pullman,WV,West Virginia,Ritchie,39.1880,-80.9490,26415 26421,1840100425
Lost Creek,WV,West Virginia,Harrison,39.1627,-80.3484,26385,1840100118
Matheny,WV,West Virginia,Wyoming,37.6640,-81.5985,24849 24860,1840116970
Raysal,WV,West Virginia,McDowell,37.3367,-81.7712,24879,1840116989
Mallory,WV,West Virginia,Logan,37.7274,-81.8206,25617 25634,1840109993
Salem,WV,West Virginia,Harrison,39.2849,-80.5645,26426,1840098487
Flatwoods,WV,West Virginia,Braxton,38.7186,-80.6540,26621 26601,1840098121
Pea Ridge,WV,West Virginia,Cabell,38.4154,-82.3188,25705 25504,1840109562
Parsons,WV,West Virginia,Tucker,39.0942,-79.6786,26287,1840100354
Glen Dale,WV,West Virginia,Marshall,39.9466,-80.7564,26038,1840110307
Crumpler,WV,West Virginia,McDowell,37.4262,-81.3313,24868,1840116925
Cameron,WV,West Virginia,Marshall,39.8280,-80.5693,26033,1840097999
Gary,WV,West Virginia,McDowell,37.3621,-81.5408,24888 24836,1840099793
Lesage,WV,West Virginia,Cabell,38.4870,-82.2930,25702 25537,1840116968
Waverly,WV,West Virginia,Wood,39.3328,-81.3813,26184,1840117010
Reader,WV,West Virginia,Wetzel,39.5689,-80.7316,26167,1840116990
Marlinton,WV,West Virginia,Pocahontas,38.2247,-80.0906,24954,1840099161
Bridgeport,WV,West Virginia,Harrison,39.3036,-80.2477,26330,1840097980
Beckley,WV,West Virginia,Raleigh,37.7877,-81.1840,25801,1840099345
West Liberty,WV,West Virginia,Ohio,40.1647,-80.5972,26003 26074,1840100791
Huttonsville,WV,West Virginia,Randolph,38.7138,-79.9766,26273,1840099138
Quinwood,WV,West Virginia,Greenbrier,38.0586,-80.7060,25981,1840100429
Hico,WV,West Virginia,Fayette,38.1166,-81.0112,25854,1840116953
Anawalt,WV,West Virginia,McDowell,37.3364,-81.4407,24808,1840097913
Racine,WV,West Virginia,Boone,38.1398,-81.6541,25165 25024,1840116987
Idamay,WV,West Virginia,Marion,39.4930,-80.2572,26576,1840116957
Cass,WV,West Virginia,Pocahontas,38.3962,-79.9191,24927,1840116916
Barboursville,WV,West Virginia,Cabell,38.4061,-82.2970,25504,1840099325
Rossmore,WV,West Virginia,Logan,37.8050,-81.9923,25601,1840116993
Shenandoah Junction,WV,West Virginia,Jefferson,39.3531,-77.8375,25442,1840116998
West Hamlin,WV,West Virginia,Lincoln,38.2802,-82.1940,25571 25506,1840098593
Paw Paw,WV,West Virginia,Morgan,39.5313,-78.4553,25434,1840098396
Valley Bend,WV,West Virginia,Randolph,38.7694,-79.9280,26293,1840117005
Petersburg,WV,West Virginia,Grant,38.9957,-79.1276,26847,1840100369
Henderson,WV,West Virginia,Mason,38.8304,-82.1360,25106,1840099899
Piney View,WV,West Virginia,Raleigh,37.8350,-81.1275,25801 25906,1840109587
Ranson,WV,West Virginia,Jefferson,39.3250,-77.8667,25438 25430,1840100925
Green Bank,WV,West Virginia,Pocahontas,38.4267,-79.8344,24915 24944,1840116945
Auburn,WV,West Virginia,Ritchie,39.0961,-80.8562,26325,1840099305
Logan,WV,West Virginia,Logan,37.8509,-81.9857,25601 25614,1840098276
Marmet,WV,West Virginia,Kanawha,38.2458,-81.5711,25315,1840098303
Chapmanville,WV,West Virginia,Logan,37.9726,-82.0215,25508,1840098013
Accoville,WV,West Virginia,Logan,37.7652,-81.8270,25606,1840116892
Green Spring,WV,West Virginia,Hampshire,39.5241,-78.6302,26722,1840116946
Matoaka,WV,West Virginia,Mercer,37.4182,-81.2417,24736,1840098308
Eleanor,WV,West Virginia,Putnam,38.5374,-81.9256,25168 25070,1840098087
Powellton,WV,West Virginia,Fayette,38.0941,-81.3220,25118 25161,1840109614
Sylvester,WV,West Virginia,Boone,38.0080,-81.5623,25193 25181,1840100675
Pine Grove,WV,West Virginia,Wetzel,39.5642,-80.6825,26419,1840098415
Belmont,WV,West Virginia,Pleasants,39.3786,-81.2635,26134,1840099354
Ronceverte,WV,West Virginia,Greenbrier,37.7504,-80.4715,24901 24970,1840098475
Hundred,WV,West Virginia,Wetzel,39.6836,-80.4576,26575,1840098201
Piedmont,WV,West Virginia,Mineral,39.4778,-79.0466,26750,1840100375
Smithers,WV,West Virginia,Fayette,38.1768,-81.3048,25186,1840098521
Newell,WV,West Virginia,Hancock,40.6179,-80.5999,26050,1840109464
Mitchell Heights,WV,West Virginia,Logan,37.9088,-81.9867,25601,1840100230
Harman,WV,West Virginia,Randolph,38.9211,-79.5246,26270,1840099122
Harts,WV,West Virginia,Lincoln,38.0343,-82.1290,25524,1840109798
Bartley,WV,West Virginia,McDowell,37.3373,-81.7334,24813,1840116896
Pennsboro,WV,West Virginia,Ritchie,39.2874,-80.9754,26415,1840098403
Valley Grove,WV,West Virginia,Ohio,40.0901,-80.5690,26060 26059,1840100737
Chester,WV,West Virginia,Hancock,40.6129,-80.5627,26034,1840098015
Coal Fork,WV,West Virginia,Kanawha,38.3185,-81.5230,25306,1840109268
Lewisburg,WV,West Virginia,Greenbrier,37.8096,-80.4327,24901,1840098258
Thomas,WV,West Virginia,Tucker,39.1458,-79.4958,26292 26260,1840100691
Charles Town,WV,West Virginia,Jefferson,39.2745,-77.8632,25414,1840099501
Big Creek,WV,West Virginia,Logan,38.0054,-82.0361,25505,1840116903
Wayne,WV,West Virginia,Wayne,38.2234,-82.4428,25570,1840098589
South Charleston,WV,West Virginia,Kanawha,38.3482,-81.7110,25309 25303 25389,1840100600
Anmoore,WV,West Virginia,Harrison,39.2611,-80.2862,26323 26330,1840097915
Brenton,WV,West Virginia,Wyoming,37.6004,-81.6350,24818,1840116910
Glen Ferris,WV,West Virginia,Fayette,38.1518,-81.2185,25090,1840116940
Wheeling,WV,West Virginia,Ohio,40.0751,-80.6951,26003,1840098598
Harpers Ferry,WV,West Virginia,Jefferson,39.3251,-77.7409,25425,1840100924
Bethlehem,WV,West Virginia,Ohio,40.0451,-80.6899,26003,1840097956
Eccles,WV,West Virginia,Raleigh,37.7817,-81.2648,25801 25836,1840116931
Bethany,WV,West Virginia,Brooke,40.2053,-80.5629,26032,1840099369
Meadow Bridge,WV,West Virginia,Fayette,37.8613,-80.8561,25976,1840098322
Lashmeet,WV,West Virginia,Mercer,37.4228,-81.1967,24733 24747,1840116966
Pleasant Valley,WV,West Virginia,Marion,39.4505,-80.1552,26554 26578,1840100388
Glen White,WV,West Virginia,Raleigh,37.7300,-81.2797,25849,1840116943
Mount Carbon,WV,West Virginia,Fayette,38.1443,-81.2890,25139,1840116975
Leon,WV,West Virginia,Mason,38.7471,-81.9555,25123,1840098254
Newburg,WV,West Virginia,Preston,39.3889,-79.8536,26410,1840100286
Bolivar,WV,West Virginia,Jefferson,39.3242,-77.7517,25425,1840100866
Morgantown,WV,West Virginia,Monongalia,39.6379,-79.9468,26501 26505 26504,1840100245
Henlawson,WV,West Virginia,Logan,37.9000,-81.9820,25624,1840116951
Century,WV,West Virginia,Barbour,39.1004,-80.1883,26201,1840116917
Kistler,WV,West Virginia,Logan,37.7656,-81.8578,25628,1840116964
Northfork,WV,West Virginia,McDowell,37.4196,-81.4274,24868,1840098373
Cucumber,WV,West Virginia,McDowell,37.2786,-81.6241,24826,1840116926
Teays Valley,WV,West Virginia,Putnam,38.4482,-81.9239,25526 25560 25569,1840110140
Corinne,WV,West Virginia,Wyoming,37.5710,-81.3614,25882 25826 25810,1840116922
Lester,WV,West Virginia,Raleigh,37.7349,-81.3015,25865,1840100085
Bancroft,WV,West Virginia,Putnam,38.5107,-81.8418,25011,1840097933
Robinette,WV,West Virginia,Logan,37.7855,-81.7879,25607,1840116991
Clarksburg,WV,West Virginia,Harrison,39.2863,-80.3230,26301 26330 26306,1840098020
Windsor Heights,WV,West Virginia,Brooke,40.1914,-80.6647,26070 26075,1840100929
Glasgow,WV,West Virginia,Kanawha,38.2109,-81.4218,25110 25086,1840099816
Buckhannon,WV,West Virginia,Upshur,38.9927,-80.2282,26201,1840097985
Clearview,WV,West Virginia,Ohio,40.1399,-80.6899,26003,1840098024
Bramwell,WV,West Virginia,Mercer,37.3270,-81.3129,24715 24724,1840097978
Cedar Grove,WV,West Virginia,Kanawha,38.2223,-81.4379,25039,1840098008
Delbarton,WV,West Virginia,Mingo,37.7052,-82.1861,25670,1840098062
Blennerhassett,WV,West Virginia,Wood,39.2562,-81.6316,26101 26181,1840109154
Brookhaven,WV,West Virginia,Monongalia,39.6062,-79.8812,26508 26507 26531,1840109183
Chauncey,WV,West Virginia,Logan,37.7652,-81.9834,25647 25652 25638 25612,1840116919
Junior,WV,West Virginia,Barbour,38.9783,-79.9506,26275 26250,1840100003
Parcoal,WV,West Virginia,Webster,38.4604,-80.3731,26288,1840100349
Bluewell,WV,West Virginia,Mercer,37.3144,-81.2581,24701,1840116425
Whitmer,WV,West Virginia,Randolph,38.8148,-79.5451,26296,1840117011
Lumberport,WV,West Virginia,Harrison,39.3742,-80.3484,26386,1840098288
Rupert,WV,West Virginia,Greenbrier,37.9649,-80.6870,25984,1840098480
East Dailey,WV,West Virginia,Randolph,38.7795,-79.8911,26253,1840116930
Belva,WV,West Virginia,Nicholas,38.2327,-81.1894,26656,1840116899
Fayetteville,WV,West Virginia,Fayette,38.0622,-81.1084,25840,1840098111
Buffalo,WV,West Virginia,Putnam,38.6117,-81.9820,25033,1840097986
Glen Jean,WV,West Virginia,Fayette,37.9271,-81.1532,25846,1840116942
Friendly,WV,West Virginia,Tyler,39.5136,-81.0619,26146,1840099778
Crum,WV,West Virginia,Wayne,37.9095,-82.4470,25669,1840116924
Monongah,WV,West Virginia,Marion,39.4598,-80.2185,26554,1840100237
Hepzibah,WV,West Virginia,Harrison,39.3309,-80.3341,26369,1840116952
Birch River,WV,West Virginia,Nicholas,38.4961,-80.7497,26610,1840116905
Stonewood,WV,West Virginia,Harrison,39.2501,-80.3054,26301,1840100637
Ghent,WV,West Virginia,Raleigh,37.6221,-81.1057,25843,1840116938
Cheat Lake,WV,West Virginia,Monongalia,39.6672,-79.8565,26508,1840109240
Hedgesville,WV,West Virginia,Berkeley,39.5544,-77.9944,25427,1840099895
Reedy,WV,West Virginia,Roane,38.8997,-81.4264,25270,1840098456
Oak Hill,WV,West Virginia,Fayette,37.9844,-81.1277,25879 25840 25901,1840098377
Big Chimney,WV,West Virginia,Kanawha,38.4119,-81.5374,25302,1840116902
Lavalette,WV,West Virginia,Wayne,38.3224,-82.4479,25535,1840116967
Elkview,WV,West Virginia,Kanawha,38.4327,-81.4771,25071,1840108983
Charlton Heights,WV,West Virginia,Fayette,38.1255,-81.2333,25040,1840116918
Shady Spring,WV,West Virginia,Raleigh,37.7033,-81.0912,25832 25918 25989,1840110051
Point Pleasant,WV,West Virginia,Mason,38.8529,-82.1303,25550,1840100398
Worthington,WV,West Virginia,Marion,39.4568,-80.2636,26591,1840100844
Itmann,WV,West Virginia,Wyoming,37.5734,-81.4146,24847,1840116958
Ravenswood,WV,West Virginia,Jackson,38.9561,-81.7619,26164,1840100439
Dixie,WV,West Virginia,Nicholas,38.2510,-81.1943,25059,1840116929
Fort Gay,WV,West Virginia,Wayne,38.1203,-82.5952,25514,1840099763
Mineralwells,WV,West Virginia,Wood,39.1807,-81.5130,26150,1840109411
Huntington,WV,West Virginia,Cabell,38.4109,-82.4344,25703 25702 25701 25705 25704 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25755 25772 25773 25774 25775 25776 25777 25778,1840098202
Culloden,WV,West Virginia,Cabell,38.4159,-82.0722,25510,1840109311
Frank,WV,West Virginia,Pocahontas,38.5462,-79.8080,26264 24920,1840116935
Despard,WV,West Virginia,Harrison,39.2874,-80.3158,26301,1840109330
Davis,WV,West Virginia,Tucker,39.1266,-79.4609,26260,1840099092
Covel,WV,West Virginia,Wyoming,37.4906,-81.3194,24719,1840116923
East Bank,WV,West Virginia,Kanawha,38.2153,-81.4440,25067,1840099675
Nitro,WV,West Virginia,Kanawha,38.4119,-81.8194,25143 25064,1840100297
Weirton,WV,West Virginia,Hancock,40.4060,-80.5671,26062,1840100782
Camden-on-Gauley,WV,West Virginia,Webster,38.3686,-80.5973,26208,1840110310
Terra Alta,WV,West Virginia,Preston,39.4442,-79.5435,26764,1840098556
Huntersville,WV,West Virginia,Pocahontas,38.1859,-80.0152,24954,1840116956
Williamson,WV,West Virginia,Mingo,37.6741,-82.2710,25661,1840098609
Stollings,WV,West Virginia,Logan,37.8409,-81.9624,25646 25601,1840117002
Pratt,WV,West Virginia,Kanawha,38.2082,-81.3868,25162,1840100411
Parkersburg,WV,West Virginia,Wood,39.2624,-81.5419,26104 26101 26103,1840098394
Montgomery,WV,West Virginia,Kanawha,38.1741,-81.3241,25136,1840100241
Pentress,WV,West Virginia,Monongalia,39.7101,-80.1685,26541 26544,1840116982
Spelter,WV,West Virginia,Harrison,39.3431,-80.3163,26438 26404,1840117000
Ceredo,WV,West Virginia,Wayne,38.3951,-82.5540,25704 25507,1840098011
Cassville,WV,West Virginia,Monongalia,39.6750,-80.0678,26541 26501 26527,1840109217
Littleton,WV,West Virginia,Wetzel,39.7024,-80.5147,26581,1840116969
Crab Orchard,WV,West Virginia,Raleigh,37.7410,-81.2299,25801 25827,1840109294
Prichard,WV,West Virginia,Wayne,38.2362,-82.6028,25555,1840116985
Pageton,WV,West Virginia,McDowell,37.3599,-81.4648,24871,1840116981
Amherstdale,WV,West Virginia,Logan,37.7799,-81.8183,25606 25607,1840116893
New Cumberland,WV,West Virginia,Hancock,40.5072,-80.6115,26047,1840100279
Ansted,WV,West Virginia,Fayette,38.1357,-81.1038,25812,1840097917
Shepherdstown,WV,West Virginia,Jefferson,39.4318,-77.8048,25443,1840098508
Craigsville,WV,West Virginia,Nicholas,38.3246,-80.6450,26205,1840109297
Bowden,WV,West Virginia,Randolph,38.9092,-79.7089,26241,1840116908
Alum Creek,WV,West Virginia,Lincoln,38.2876,-81.8330,25003,1840109071
Chelyan,WV,West Virginia,Kanawha,38.1958,-81.4928,25035,1840116920
Richwood,WV,West Virginia,Nicholas,38.2221,-80.5363,26261,1840100462
Gilbert,WV,West Virginia,Mingo,37.6142,-81.8689,25621,1840098146
Daniels,WV,West Virginia,Raleigh,37.7240,-81.1267,25832,1840109320
Neibert,WV,West Virginia,Logan,37.7861,-81.9341,25632,1840116976
Hooverson Heights,WV,West Virginia,Brooke,40.3190,-80.5825,26037,1840109841
Bergoo,WV,West Virginia,Webster,38.4851,-80.2981,26298,1840116900
Kimball,WV,West Virginia,McDowell,37.4268,-81.5078,24853,1840098235
